Model,Scenario,Carbon Capture|Geological Storage,Climate Assessment|Exceedance Probability 1.5°C [MAGICCv7.5.3],Emissions|CO2,Final Energy|Electricity,Primary Energy|Biomass,Primary Energy|Fossil,Primary Energy|Non-Biomass Renewables,Primary Energy|Nuclear
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-15,28943.78707,86.5,-10888.68085,465.8045551,234.6262021,272.8069171,587.1820283,21.71728147
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-50,12734.79967,54.83333333,-12732.81626,473.9535361,221.1615061,52.4063707,643.3973548,68.90889594
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-80,18508.15909,38.5,-17093.56879,484.7786024,278.1380389,54.23983215,660.5784379,67.50668003
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-CB400,18010.97469,23.83333333,-18331.69867,486.0055025,289.5564631,34.27453772,659.154679,85.55716014
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-CB450,17976.9693,25.0,-18188.93509,485.5165714,288.1907049,35.26218339,660.4413603,85.50838491
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-CB500,17997.79587,25.16666667,-18172.70251,485.3275233,288.1448248,35.6178503,659.1096594,84.03238949
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-CB550,18002.21671,25.5,-18126.2802,484.6945682,287.2578062,36.6749519,658.6768666,82.07491062
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-lc-CB600,17854.98544,25.83333333,-18029.44877,483.5881261,284.4037875,37.59276779,659.684025,83.39943395
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-mc-15,29909.62908,86.66666667,-10832.43685,460.0167438,234.9688889,281.6243484,431.4031864,149.0856603
MESSAGEix-GLOBIOM GEI 1.0,GEI-SSP2-openres-mc-50,18912.1591,48.83333333,-16424.34903,482.4927894,272.494604,65.35863389,613.0723588,125.6325788
POLES ADVANCE,ADVANCE-2020-1.5°C-2100,35838.94492,13.0,-15996.91888,290.0803027,266.9634099,129.9961468,234.9586864,60.01800382
POLES ADVANCE,ADVANCE-2020-medium-2°C,38440.23382,78.16666667,-1782.132,308.5991053,267.993572,331.9128615,257.2034006,39.90304536
POLES ADVANCE,ADVANCE-2020-well-below-2°C,38020.13511,44.0,-11901.40988,299.2756669,278.7012293,209.7580677,252.8022003,42.97130846
POLES ADVANCE,ADVANCE-2030-1.5°C-2100,35766.54086,13.33333333,-18303.07831,280.6679158,266.0621593,83.54601872,222.0505017,77.14212457
POLES ADVANCE,ADVANCE-2030-Price 1.5°C,33149.40948,17.66666667,-15569.17669,285.5938744,256.906172,124.3310466,236.8822932,59.94357886
POLES ADVANCE,ADVANCE-2030-medium-2°C,38024.66648,78.5,-734.8685,306.6690324,268.3733567,342.4454686,254.9337557,38.99829905
POLES ADVANCE,ADVANCE-2030-well-below-2°C,37681.92541,43.66666667,-13354.23463,295.7943008,278.3348634,188.9541673,247.4917347,46.34217367
POLES ADVANCE,ADVANCE-INDC,22404.06319,98.83333333,16566.2795,318.2936407,254.9134855,429.1986442,253.5529154,54.38833141
POLES ADVANCE,ADVANCE-NoPolicy,0.001484465,100.0,61329.125,343.0960136,232.4812182,713.8796915,241.5126233,42.30406287
POLES ADVANCE,ADVANCE-Reference,1159.168034,100.0,58391.7745,342.1296792,233.5468844,693.8299855,242.5533692,44.66303826
POLES CD-LINKS,CD-LINKS-No-Policy,0.0,100.0,68130.30469,333.9654846,213.0999451,823.3115234,196.3602448,58.76621628
POLES EMF30,EMF30-BCOC-EndU,87.43257813,100.0,53751.02835,275.166314,166.5197019,626.5709799,196.4033846,109.0929041
POLES EMF30,EMF30-Baseline,79.42298438,100.0,54027.07904,270.2945326,184.5578284,619.8829123,190.5981247,107.1402539
POLES EMF30,EMF30-D-BCOC-Red,79.42298438,100.0,54027.07904,270.2945326,184.5578284,619.8829123,190.5981247,107.1402539
POLES EMF30,EMF30-D-CO2-Only,22273.782,82.83333333,-8218.199333,242.5703385,270.5076198,224.1728616,191.7022048,160.4289022
POLES EMF30,EMF30-D-Frozen-CH4,79.4935625,100.0,54025.69173,270.2850077,184.5718751,619.8833415,190.5905257,107.1295252
POLES EMF30,EMF30-D-Frozen-EF,79.4935625,100.0,54025.69173,270.2850077,184.5718751,619.8833415,190.5905257,107.1295252
POLES EMF30,EMF30-D-Frozen-EF-EndU,79.42298438,100.0,54027.07904,270.2945326,184.5578284,619.8829123,190.5981247,107.1402539
POLES EMF30,EMF30-D-Frozen-EF-SLCF,79.4935625,100.0,54025.69173,270.2850077,184.5718751,619.8833415,190.5905257,107.1295252
POLES EMF30,EMF30-Slower-to-Faster,21749.334,26.83333333,-11219.65453,242.9820056,270.6010273,186.8949315,192.137632,173.3393187
POLES EMF33,EMF33-Baseline,72.24178314,100.0,47317.10547,252.802597,195.8090057,598.916626,159.695343,42.97981644
POLES EMF33,EMF33-medium-2°C-cost100,18309.46484,66.83333333,-570.5465698,224.4960175,246.0279846,305.6748047,164.7714691,51.54463577
POLES EMF33,EMF33-medium-2°C-full,20071.95313,68.66666667,-232.1989746,225.3365173,255.3596649,329.9398193,160.1597137,48.56541443
POLES EMF33,EMF33-medium-2°C-limbio,12216.10059,68.66666667,2031.257568,208.544342,128.4123993,282.6831665,156.4991913,63.63277435
POLES EMF33,EMF33-medium-2°C-nobeccs,3620.665527,56.0,5020.749512,221.0962219,246.2054749,186.4583893,173.6995544,68.07604218
POLES EMF33,EMF33-medium-2°C-nofuel,16606.66016,62.33333333,-968.3510132,223.7637482,227.451004,276.3475647,160.3251801,55.04653168
POLES EMF33,EMF33-medium-2°C-none,3331.399658,52.66666667,5124.852539,219.5563202,227.1400909,185.7852936,169.9498901,71.20804596
POLES EMF33,EMF33-tax-hi-full,18622.16016,73.83333333,-6238.085938,221.8974915,259.0149536,233.7297058,162.0732574,55.2829361
POLES EMF33,EMF33-tax-hi-none,3579.842041,87.16666667,8453.473633,220.9575348,206.2865448,234.0320892,176.8995361,61.70960617
POLES EMF33,EMF33-tax-lo-full,13740.27246,98.33333333,9797.333008,234.103775,241.5162201,368.60672,168.6937103,49.11153793
POLES EMF33,EMF33-tax-lo-none,5043.166992,98.83333333,17839.24805,234.0511627,173.3787689,379.4219055,179.0300751,53.70769882
POLES EMF33,EMF33-well-below-2°C-cost100,17120.11914,31.66666667,-7806.622559,216.2377625,258.5987549,196.1038361,158.9894867,64.03395081
POLES EMF33,EMF33-well-below-2°C-full,18824.35156,32.66666667,-7997.750488,216.3231659,265.4482727,217.4839478,155.4649353,60.0592041
POLES EMF33,EMF33-well-below-2°C-nofuel,14972.69629,23.16666667,-7735.571289,210.9485168,234.5373077,168.7053833,150.9499512,71.56298065
POLES GECO2019,COMMIT-2°C-2020,15922.93652,58.83333333,-11400.56934,283.8925171,181.9079285,85.42941284,358.8869019,32.98785782
POLES GECO2019,COMMIT-2°C-2030,19472.64648,58.33333333,-12652.74609,297.1621704,163.819809,73.21426392,405.8168335,37.70666504
POLES GECO2019,COMMIT-Baseline,12.61850071,100.0,50856.24609,320.770874,-23.94386101,656.5015869,226.2909241,33.11107254
POLES GECO2019,COMMIT-Bridge,28928.63672,44.66666667,-11174.91797,325.3529663,79.4090271,325.3563232,409.3086853,103.0430145
POLES GECO2019,COMMIT-Bridge-No-Tax,16788.56445,59.16666667,-10259.94434,294.8364258,157.3385162,61.30174637,405.7480469,49.68843842
POLES GECO2019,COMMIT-Current-Policies,499.859314,100.0,48341.12109,318.5450134,-20.11694145,636.1750488,231.5614166,33.44208527
POLES GECO2019,COMMIT-GPP,8081.285156,97.16666667,21365.28125,309.2327271,23.57509232,440.853302,295.9830017,48.9140625
POLES GECO2019,COMMIT-GPP-No-Tax,0.816005707,100.0,42594.53516,317.3721924,-13.94004345,573.2428589,244.5691071,40.79494095
POLES GECO2019,COMMIT-NDC-2050-Convergence,12607.98633,100.0,23148.73633,316.7044067,7.922689915,523.5070801,297.151947,47.31236649
POLES GECO2019,COMMIT-NDCplus,6861.601074,100.0,31930.36523,316.1503601,-1.303119779,560.0219727,273.65271,43.98104858
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,18251.44727,78.33333333,28.86867714,288.2361755,70.80024719,273.1609802,294.1283264,43.37936783
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,17184.91797,77.16666667,41.64803314,269.6358337,83.95106506,263.9127197,266.5701599,37.06726074
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,17160.35156,76.16666667,-10.98259735,269.3051758,83.13872528,263.1793823,265.0428467,38.33987427
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,21067.36133,76.5,46.39110184,310.004425,99.64877319,312.4708557,299.3971863,40.49404526
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,14759.75391,75.5,-7036.488281,280.0916443,169.4387665,101.0235291,348.8651123,30.58191299
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,14517.00781,75.5,-4875.98291,263.2949829,151.1282501,135.8949738,297.2012329,28.85730171
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,15060.92285,76.0,-4470.767578,263.6211853,148.4517975,151.5529175,292.5610962,27.76504326
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,16910.99023,76.33333333,-6545.484863,296.0279846,170.6579895,143.7818909,348.3792419,29.93294525
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,17568.41992,83.16666667,-94.86903381,284.0159302,107.6103363,261.6304321,286.5806274,38.19584274
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,16505.11328,81.0,-3662.901611,279.0766602,152.2702484,184.427002,301.2319336,31.48410225
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1400,18544.42578,88.83333333,68.87885284,286.6569824,106.0028915,280.8344727,297.2772827,38.94439316
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1400f,18350.4707,86.83333333,-1819.993286,284.4530029,131.7211151,243.482193,303.7174988,37.71588898
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1600,19321.03516,92.5,231.3854675,290.8806152,107.5694351,294.2646179,301.3504639,46.3273735
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1600f,19321.03516,92.5,231.3854675,290.8806152,107.5694351,294.2646179,301.3504639,46.3273735
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,19292.35742,94.16666667,2075.048096,291.4664917,97.03384399,320.6095581,303.1530151,47.50677109
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,19292.35742,94.16666667,2075.048096,291.4664917,97.03384399,320.6095581,303.1530151,47.50677109
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,18897.57227,95.83333333,4997.603516,291.5222778,70.89094543,365.3711243,298.7691345,48.30404282
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000f,18897.57227,95.83333333,4997.603516,291.5222778,70.89094543,365.3711243,298.7691345,48.30404282
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2500,10483.82031,99.33333333,20725.5293,291.440979,7.892597198,478.2098083,277.1481323,42.24194717
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2500f,10483.82031,99.33333333,20725.5293,291.440979,7.892597198,478.2098083,277.1481323,42.24194717
POLES-JRC ENGAGE,ENGAGE-INDCi2030-3000,4197.097168,100.0,31552.33789,291.3586121,7.012456894,541.8623657,241.3632202,36.20444489
POLES-JRC ENGAGE,ENGAGE-INDCi2030-3000f,4197.097168,100.0,31552.33789,291.3586121,7.012456894,541.8623657,241.3632202,36.20444489
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,28780.89648,43.66666667,-22423.95703,282.3748169,120.8871155,61.90317154,456.9185181,58.21803665
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,25619.03906,47.83333333,-19116.73438,283.8908386,119.6600418,63.10519409,438.0005493,56.30763245
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,22928.68164,52.0,-16647.75,286.6139221,131.7103729,60.60905075,423.3162537,51.40213013
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,20324.33594,58.5,-14209.28027,282.2409973,136.6623383,58.00406647,406.9462891,44.55765533
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,16481.09961,56.66666667,-11105.5166,262.8573303,130.5629578,50.27203751,363.5245361,31.5744133
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,16383.53809,55.83333333,-11041.00488,261.0951843,137.0473175,50.02297592,356.3289185,29.89280891
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,21992.8457,56.66666667,-14734.16309,294.1200562,155.3448792,76.04157257,412.7788391,43.86359406
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,17681.45898,63.33333333,-11690.84375,281.1251221,150.4113617,55.97921753,386.8501282,40.02139664
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,15895.50195,66.33333333,-9945.112305,278.098053,159.0471802,61.134655,363.3764954,32.39361191
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,17487.21875,72.83333333,-12.04018307,304.1938171,41.14916611,256.8042908,313.012085,71.27261353
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,15285.76953,71.0,-8750.798828,275.7145691,169.310791,76.56246948,354.1575928,29.57191277
POLES-JRC ENGAGE,ENGAGE-INDCi2100,3901.306641,100.0,38203.23828,316.8301697,-7.749604702,583.2090454,254.6687469,40.71254349
POLES-JRC ENGAGE,ENGAGE-INDCi2100-COV,4042.259277,100.0,36602.85156,300.3525085,-22.06625175,574.5895996,235.6996002,37.61707687
POLES-JRC ENGAGE,ENGAGE-INDCi2100-COV-NDCp,6195.54834,100.0,30008.97461,300.0557556,-7.766897678,529.4019775,248.2771301,38.39862442
POLES-JRC ENGAGE,ENGAGE-INDCi2100-NDCp,6390.905273,100.0,31501.75391,315.7886963,5.039300919,543.0888672,264.947113,40.10717773
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000,17910.4082,76.16666667,38.46573639,288.3560486,89.46604156,295.4170227,288.3256531,43.56055069
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000-COV,17846.11133,77.33333333,15.63885498,274.2598267,69.80001831,300.4579773,271.1853027,41.64424515
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,15910.63574,74.66666667,-6203.805176,280.5701294,157.7574921,161.507309,311.7294922,32.49339294
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,15837.40527,76.5,-5711.545898,265.3582764,142.7612457,170.9465332,286.3836365,30.58910942
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200,18370.70508,82.0,124.2073135,291.6890259,88.69857788,302.9303894,296.7411499,46.39647675
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,17035.98828,80.66666667,-4698.573242,281.4950867,149.7088165,202.8931274,298.5002136,35.91837311
POLES-JRC ENGAGE,ENGAGE-NPi2020-1400,18878.375,88.0,-129.5572815,292.6733704,88.63304138,307.8942261,296.4664307,47.86785126
POLES-JRC ENGAGE,ENGAGE-NPi2020-1400f,19032.94336,88.83333333,-3074.361572,288.3091431,124.2382965,260.5675354,304.7767944,43.93375015
POLES-JRC ENGAGE,ENGAGE-NPi2020-1600,19381.0332,90.16666667,-230.1921692,292.6703796,101.0696564,312.5733032,298.0499573,48.41798782
POLES-JRC ENGAGE,ENGAGE-NPi2020-1600f,19507.2832,90.16666667,-947.1605835,292.118927,105.3143768,302.7392273,302.0502014,48.70043182
POLES-JRC ENGAGE,ENGAGE-NPi2020-1800,18598.93359,94.0,1138.955688,292.5731506,92.18553925,322.1841736,302.8475037,49.72580719
POLES-JRC ENGAGE,ENGAGE-NPi2020-1800f,18598.93359,94.0,1138.955688,292.5731506,92.18553925,322.1841736,302.8475037,49.72580719
POLES-JRC ENGAGE,ENGAGE-NPi2020-2000,17680.09961,96.5,6265.820801,292.4527283,48.94019699,393.6720276,301.0194092,48.87776184
POLES-JRC ENGAGE,ENGAGE-NPi2020-2000f,17680.09961,96.5,6265.820801,292.4527283,48.94019699,393.6720276,301.0194092,48.87776184
POLES-JRC ENGAGE,ENGAGE-NPi2020-2500,10374.38867,99.5,20072.01953,292.7147522,6.126169205,491.8068542,274.0097961,41.85590363
POLES-JRC ENGAGE,ENGAGE-NPi2020-2500f,10374.38867,99.5,20072.01953,292.7147522,6.126169205,491.8068542,274.0097961,41.85590363
POLES-JRC ENGAGE,ENGAGE-NPi2020-3000,536.9868164,100.0,35936.36328,291.4719543,7.671599865,560.4123535,224.4302826,33.81448746
POLES-JRC ENGAGE,ENGAGE-NPi2020-3000f,536.9868164,100.0,35936.36328,291.4719543,7.671599865,560.4123535,224.4302826,33.81448746
POLES-JRC ENGAGE,ENGAGE-NPi2020-300f,19602.76563,45.66666667,-15177.49414,278.3274231,154.0179291,54.05471802,396.6273499,42.86597061
POLES-JRC ENGAGE,ENGAGE-NPi2020-400f,18301.66211,46.16666667,-13881.15723,276.7037659,159.9720001,56.22098923,383.8377686,36.69715881
POLES-JRC ENGAGE,ENGAGE-NPi2020-500,18067.45117,58.83333333,71.40299988,286.9500122,46.32957077,295.3928833,315.1496277,50.37527466
POLES-JRC ENGAGE,ENGAGE-NPi2020-500f,16850.47656,51.0,-12150.77637,276.5780945,162.5048828,61.22801208,377.804657,31.28829002
POLES-JRC ENGAGE,ENGAGE-NPi2020-600,17618.11523,64.83333333,33.16902924,282.1470947,65.57528687,291.822937,287.4928589,41.90088654
POLES-JRC ENGAGE,ENGAGE-NPi2020-600f,16392.51367,56.0,-11791.64746,276.709137,165.83461,66.21841431,369.5169373,33.43701172
POLES-JRC ENGAGE,ENGAGE-NPi2020-600f-COV,13761.82813,55.83333333,-9819.161133,260.1776428,152.7480774,61.55361557,337.8738098,23.97953987
POLES-JRC ENGAGE,ENGAGE-NPi2020-700,18214.04297,67.0,21.10974312,285.282959,76.58985138,299.9631042,285.3805237,38.74038315
POLES-JRC ENGAGE,ENGAGE-NPi2020-700f,14828.94238,59.66666667,-9935.87793,278.3496399,174.4168854,73.7453537,360.1138,33.22163391
POLES-JRC ENGAGE,ENGAGE-NPi2020-800,18067.67188,71.83333333,33.71881866,286.6030884,83.55388641,296.7651978,287.6184998,39.72486877
POLES-JRC ENGAGE,ENGAGE-NPi2020-800f,15222.85352,67.16666667,-9536.986328,281.4838867,177.5563965,89.93404388,351.8522949,30.94718361
POLES-JRC ENGAGE,ENGAGE-NPi2020-900,18290.54492,72.16666667,169.1635742,286.1343994,85.64289856,303.0167542,284.3612061,40.07538223
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,14707.72656,72.5,-7343.015625,279.7820435,169.0796356,120.528862,330.9563904,31.53255463
POLES-JRC ENGAGE,ENGAGE-NPi2100,234.2236176,100.0,47631.19531,322.2810669,-20.26700974,633.5959473,237.0274353,33.86763
POLES-JRC ENGAGE,ENGAGE-NPi2100-COV,204.4534607,100.0,46116.89063,305.7432861,-39.19377518,616.4942017,221.7250366,31.1275959
REMIND 1.6,EMF30-BCOC-EndU,0.0,100.0,63480.05584,438.4927,78.9969747,788.7014026,531.59051,27.1774806
REMIND 1.6,EMF30-Baseline,0.0,100.0,62903.21338,437.8051949,79.3880366,785.8314777,532.0074722,26.9744524
REMIND 1.6,EMF30-CH4-Only,0.0,100.0,61408.83486,444.4142049,79.2215357,769.8082434,541.1573135,25.3090772
REMIND 1.6,EMF30-D-BCOC-Red,0.0,100.0,62903.21338,437.8051949,79.3880366,785.8314777,532.0074722,26.9744524
REMIND 1.6,EMF30-D-CH4-ClimatePolicy,0.4723889,100.0,51374.40116,464.4879697,78.8708212,650.5303098,603.0068815,21.3065143
REMIND 1.6,EMF30-D-Frozen-CH4,0.0,100.0,63436.35862,439.1404203,79.3470133,788.0642093,531.0578672,27.1323795
REMIND 1.6,EMF30-D-Frozen-EF,0.0,100.0,62742.66235,438.6673822,79.311409,784.1046745,529.8689608,26.8513571
REMIND 1.6,EMF30-D-Frozen-EF-EndU,0.0,100.0,62847.06403,438.1882867,79.2913011,785.1929921,529.1141767,26.9055772
REMIND 1.6,EMF30-D-Frozen-EF-SLCF,0.0,100.0,62831.64187,438.4126728,79.2628855,784.6407514,529.6266763,26.8328135
REMIND 1.6,EMF30-SLCF,0.0,100.0,61883.97741,438.8239109,79.0202579,774.4358851,534.0791525,26.9982304
REMIND 1.6,EMF30-Slower-Action,7050.853498,100.0,42845.41545,458.803199,80.0373031,649.7637604,553.5872642,18.4026273
REMIND 1.6,EMF30-Slower-Action+SLCF,7060.730908,100.0,43787.49866,450.638385,79.1124576,661.7713847,563.5119678,22.0500712
REMIND 1.6,EMF30-Slower-to-Faster,15981.18172,65.5,-13741.26423,573.1712063,288.6127613,74.9281454,791.5818556,30.6683595
REMIND 1.6,EMF30-Slower-to-Faster+SLCF,15944.33585,63.5,-13676.14863,569.1225263,288.7330614,76.2230892,783.0235628,30.4439103
REMIND 1.6,EMF30-Slower-to-Faster+SLCF+HFC,15926.74376,63.66666667,-13651.04893,569.5409333,288.3787677,76.3314097,779.822558,30.3672371
REMIND 1.7,ADVANCE-2020-1.5°C-2100,16249.45,9.0,-13373.91,565.9672,285.5699,81.7583,782.8983,28.5339
REMIND 1.7,ADVANCE-2020-medium-2°C,13686.1276,69.33333333,-2032.2274,500.3489,248.0537,218.6155,693.57,22.4751
REMIND 1.7,ADVANCE-2020-well-below-2°C,14527.2658,29.83333333,-7839.8863,531.2134,266.162,142.3069,726.6237,28.6152
REMIND 1.7,ADVANCE-2030-1.5°C-2100,16481.811,10.83333333,-15504.3336,585.7491,296.1025,52.1171,806.8827,30.677
REMIND 1.7,ADVANCE-2030-Price 1.5°C,16251.86,17.0,-13411.42,568.0087,285.5057,81.1535,777.3165,30.3865
REMIND 1.7,ADVANCE-2030-medium-2°C,14412.9487,69.33333333,-4463.8067,505.4309,267.7177,194.4144,697.5252,25.2131
REMIND 1.7,ADVANCE-2030-well-below-2°C,15432.155,30.5,-10472.8374,539.6304,287.0264,114.8272,743.6047,28.5016
REMIND 1.7,ADVANCE-INDC,7783.2674,100.0,43903.8762,450.6047,83.9859,655.6262,563.147,20.5412
REMIND 1.7,ADVANCE-NoPolicy,0.0,100.0,65230.8817,437.7986,79.7549,792.0093,531.3458,25.0028
REMIND 1.7,ADVANCE-Reference,242.1795,100.0,62394.8191,435.9529,79.9882,758.0899,536.8581,22.7294
REMIND 1.7,CEMICS-1.5°C-CDR12,6069.682,11.83333333,-11338.93,635.6968,183.6611,4.6025,974.9211,28.7485
REMIND 1.7,CEMICS-1.5°C-CDR20,7990.271,12.83333333,-18831.12,619.0143,195.6276,31.3337,1062.751,28.7706
REMIND 1.7,CEMICS-1.5°C-CDR8,4602.751,12.5,-7458.134,639.638,152.4677,3.0398,951.1761,30.2885
REMIND 1.7,CEMICS-2.0°C-CDR12,8770.139,37.16666667,-10357.52,583.438,226.1142,27.144,858.3151,27.3053
REMIND 1.7,CEMICS-2.0°C-CDR20,11610.79,38.16666667,-16974.09,595.5823,218.0943,99.7752,960.2203,26.3949
REMIND 1.7,CEMICS-2.0°C-CDR8,6474.271,37.0,-7094.528,598.2221,213.907,13.9951,864.1454,25.8759
REMIND 2.1,CEMICS-GDPgrowth-1.5°C,19317.18,21.5,-15256.5491,503.01,228.3951,56.8366,782.219,34.3593
REMIND 2.1,CEMICS-GDPgrowth-2.0°C,11710.3749,64.33333333,-2173.7123,451.7187,190.0777,133.8145,618.8624,24.9447
REMIND 2.1,CEMICS-HotellingConst-1.5°C,19741.9269,11.33333333,-16397.2078,490.7342,227.6194,41.6725,830.4884,29.3234
REMIND 2.1,CEMICS-HotellingConst-2.0°C,17884.3021,58.66666667,-6229.1746,453.7346,208.0772,178.5069,606.8963,20.5491
REMIND 2.1,CEMICS-Linear-1.5°C,19735.6685,15.16666667,-16662.3002,494.1283,231.3964,38.1109,824.3885,29.3389
REMIND 2.1,CEMICS-Linear-2.0°C,16025.935,67.16666667,-4726.5963,450.3847,206.4631,169.7102,599.901,20.5055
REMIND 2.1,CEMICS-NPI,1749.9431,100.0,46029.9561,379.6516,99.8656,565.8875,467.1452,6.4806
REMIND 2.1,CEMICS-Optimal-1.5°C,11063.8278,45.33333333,0.0,440.5013,161.7626,160.9265,569.8289,25.9526
REMIND 2.1,CEMICS-Optimal-2.0°C,11828.764,67.66666667,0.0,442.2783,166.7506,173.7053,575.9047,23.0939
REMIND 2.1,LeastTotalCost-Base-brkLR15-SSP1-P50,0.0,100.0,11192.5642,143.6582,108.4528,143.9051,161.3227,0.0
REMIND 2.1,LeastTotalCost-Base-brkLR15-SSP2-P50,0.0,100.0,40838.5992,281.3716,98.6807,478.3083,335.52,1.0506
REMIND 2.1,LeastTotalCost-Base-brkLR15-SSP5-P50,0.0,100.0,73131.7243,282.5539,104.4694,877.6293,232.9292,0.5526
REMIND 2.1,LeastTotalCost-Base-brkSR15-SSP1-P50,0.0,99.83333333,10923.0501,145.6183,110.1203,142.0924,164.187,0.0
REMIND 2.1,LeastTotalCost-Base-brkSR15-SSP2-P50,0.0,100.0,41193.3716,280.3144,98.9163,485.3797,331.6983,0.2365
REMIND 2.1,LeastTotalCost-Base-brkSR15-SSP5-P50,0.0,100.0,75371.643,281.4835,105.0996,915.7469,226.7642,0.1206
REMIND 2.1,LeastTotalCost-CBA-brkLR15-SSP2-P50,13728.859,58.83333333,-4952.1884,400.1653,200.398,130.4091,539.9228,14.2775
REMIND 2.1,LeastTotalCost-CBA-brkSR15-SSP2-P50,10890.273,76.5,363.6398,384.3341,171.4242,165.624,511.4567,11.6566
REMIND 2.1,LeastTotalCost-CEA-brkLR15-SSP2-P50,9683.7948,67.83333333,50.8239,386.5647,162.0648,145.134,515.5307,14.0029
REMIND 2.1,LeastTotalCost-CEA-brkSR15-SSP2-P50,9785.9967,68.0,163.2742,392.227,161.0726,148.8355,526.745,12.3327
REMIND 2.1,LeastTotalCost-LTC-brkLR15-SSP1-P50,8869.3395,26.66666667,-8280.117,192.6097,172.7999,18.0569,267.4959,0.0
REMIND 2.1,LeastTotalCost-LTC-brkLR15-SSP2-P50,13812.079,58.33333333,-5064.4952,400.6092,200.8052,129.9483,541.3064,14.2722
REMIND 2.1,LeastTotalCost-LTC-brkLR15-SSP5-P50,29690.994,50.83333333,-14030.6329,507.8681,276.6045,261.2692,645.9405,32.3407
REMIND 2.1,LeastTotalCost-LTC-brkSR15-SSP1-P50,6845.2056,43.83333333,-5297.7133,181.2231,148.9145,33.4319,246.6096,0.0
REMIND 2.1,LeastTotalCost-LTC-brkSR15-SSP2-P50,11030.353,65.5,-376.19,391.3191,174.7278,159.5925,522.8482,11.8392
REMIND 2.1,LeastTotalCost-LTC-brkSR15-SSP5-P50,21450.6072,63.0,-1209.086,476.155,225.9797,325.7966,567.2138,28.8359
REMIND 2.1,LeastTotalCost-NDC-brkLR15-SSP2-P50,8240.5689,99.5,10179.4108,343.2996,121.3367,242.5346,440.4335,11.8848
REMIND 2.1,LeastTotalCost-NDC-brkSR15-SSP2-P50,8476.2706,99.5,9905.6643,349.4209,125.0237,242.505,453.9457,9.2629
REMIND 2.1,LeastTotalCost-NPi-brkLR15-SSP1-P50,31.3078,99.16666667,9021.236,151.4796,107.7839,119.9203,181.9256,0.0
REMIND 2.1,LeastTotalCost-NPi-brkLR15-SSP2-P50,420.4853,100.0,38088.2596,292.9923,87.1139,451.9113,359.2491,2.8806
REMIND 2.1,LeastTotalCost-NPi-brkLR15-SSP5-P50,1583.845,100.0,66922.1669,304.2106,100.3209,830.9474,269.997,1.2045
